,SampleID,Site,Room.Type,Start.Date,SamplerStart,CollectionDate,SamplerEnd,Entry,SamplerNumber,Cartridge,Location,CollectionMethod,Notes,Flushed.Toilets,occupiedrooms,stack.n,wing.n,building.n,s.wing.n,source.rooms,Runtime,N,ORF1ab,S,MS2,Result,ct,X,X.1,LogCopiesPerL,lab,DayCount,floor,Day
1,E1,Barnhart,Roof,3/22/2021,1230,3/23/2021,1120,1,11,NA,Exhaust #26,PUF,NA,NA,NA,0,2,2,0,"202, 302, 402, 502, 602, 702",NA,31.7,No Amp,26.7,30.6,Positive (2/3),32.8,NA,,,uo,1,,43
2,E10,Barnhart,Port,NA,NA,3/23/2021,1129,1,7,NA,Port #34,Swab,NA,NA,NA,0,2,2,0,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,30.9,No Amp,No Amp,27.9,Negative,37,NA,,,uo,1,,43
3,E11,Barnhart,Roof,3/22/2021,1240,3/23/2021,1131,1,6,E,Exhaust #37,PUF,NA,NA,NA,0,2,2,0,"117, 119, 217, 219, 317, 417, 517, 617, 717, 319, 419, 519, 619, 719",NA,31.4,No Amp,30.9,26.9,Positive (2/3),34.1,NA,,,uo,1,,43
4,E12,Barnhart,Port,NA,NA,3/23/2021,1131,1,6,NA,Port #37,Swab,NA,NA,NA,0,2,2,0,"117, 119, 217, 219, 317, 417, 517, 617, 717, 319, 419, 519, 619, 719",NA,30.8,No Amp,No Amp,27.8,Negative,36.9,NA,,,uo,1,,43
5,E13,Barnhart,Roof,3/22/2021,1242,3/23/2021,1133,1,5,I,Exhaust #33,PUF,NA,NA,NA,0,2,2,0,"113, 115, 213, 215, 313, 413, 513, 613, 713, 315, 415, 515, 615, 715",NA,30.5,No Amp,25.9,29.8,Positive (2/3),32.1,NA,,,uo,1,,43
6,E14,Barnhart,Port,NA,NA,3/23/2021,1133,1,5,NA,Port #33,Swab,NA,NA,NA,0,2,2,0,"113, 115, 213, 215, 313, 413, 513, 613, 713, 315, 415, 515, 615, 715",NA,31.9,No Amp,No Amp,30.9,Negative,37.3,NA,,,uo,1,,43
7,E15,Barnhart,Roof,3/22/2021,1244,3/23/2021,1136,1,4,G,Exhaust #32,PUF,NA,NA,NA,0,2,2,0,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,30,No Amp,24.6,29.2,Positive (2/3),31.5,NA,,,uo,1,,43
8,E16,Barnhart,Port,NA,NA,3/23/2021,1136,1,4,NA,Port #32,Swab,NA,NA,NA,0,2,2,0,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,32.1,No Amp,30.6,28.6,Positive (2/3),34.2,NA,,,uo,1,,43
9,E17,Barnhart,Roof,3/22/2021,1246,3/23/2021,1138,1,3,C,Exhaust #29,PUF,suspected cases,NA,"105, 107",2,2,2,0,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,31,32.4,26.7,27.5,Positive (3/3),30,NA,,,uo,1,,43
10,E18,Barnhart,Port,NA,NA,3/23/2021,1138,1,3,NA,Port #29,Swab,suspected cases,NA,"105, 107",2,2,2,0,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,30.9,33.7,30.6,28,Positive (3/3),31.7,NA,,,uo,1,,43
11,E19,Barnhart,Roof,3/22/2021,1248,3/23/2021,1140,1,1,NA,Exhaust #40,PUF,NA,NA,NA,0,2,2,0,"227, 327, 427, 527, 627, 727, 229, 329, 429, 529, 629, 729",NA,31,No Amp,29,27.8,Positive (2/3),33.3,NA,,,uo,1,,43
12,E2,Barnhart,Port,NA,NA,3/23/2021,1120,1,11,NA,Port #26,Swab,NA,NA,NA,0,2,2,0,"202, 302, 402, 502, 602, 702",NA,32.4,No Amp,No Amp,28.5,Negative,37.5,NA,,,uo,1,,43
13,E20,Barnhart,Port,NA,NA,3/23/2021,1140,1,1,NA,Port #40,Swab,NA,NA,NA,0,2,2,0,"227, 327, 427, 527, 627, 727, 229, 329, 429, 529, 629, 729",NA,30.9,31.3,29.3,27.8,Positive (3/3),30.5,NA,,,uo,1,,43
14,E3,Barnhart,Roof,3/22/2021,1232,3/23/2021,1122,1,10,NA,Exhaust #27,PUF,"Sampler light red, PUF looks clean",NA,NA,0,2,2,0,"101, 106, 204, 304, 404, 504, 604, 704",NA,30.9,No Amp,24.6,28.8,Positive (2/3),31.8,NA,,,uo,1,,43
15,E4,Barnhart,Port,NA,NA,3/23/2021,1122,1,10,NA,Port #27,Swab,NA,NA,NA,0,2,2,0,"101, 106, 204, 304, 404, 504, 604, 704",NA,NA,NA,NA,NA,NA,40,NA,,,uo,1,,43
16,E5,Barnhart,Roof,3/22/2021,1234,3/23/2021,1124,1,9,Z,Exhaust #30,PUF,NA,NA,NA,0,2,2,0,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,30.7,33.3,No Amp,27.4,Positive (2/3),34.7,NA,,,uo,1,,43
17,E6,Barnhart,Port,NA,NA,3/23/2021,1124,1,9,NA,Port #30,Swab,NA,NA,NA,0,2,2,0,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,31.4,No Amp,29.2,28.1,Positive (2/3),33.5,NA,,,uo,1,,43
18,E7,Barnhart,Roof,3/22/2021,1236,3/23/2021,1127,1,8,F,Exhaust #31,PUF,NA,NA,NA,0,2,2,0,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,30.7,31.7,26.4,32,Positive (3/3),29.6,NA,,,uo,1,,43
19,E8,Barnhart,Port,NA,NA,3/23/2021,1127,1,8,NA,Port #31,Swab,NA,NA,NA,0,2,2,0,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,30.4,No Amp,27.7,27.6,Positive (2/3),32.7,NA,,,uo,1,,43
20,E9,Barnhart,Roof,3/22/2021,1238,3/23/2021,1129,1,7,K,Exhaust #34,PUF,NA,NA,NA,0,2,2,0,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,NA,NA,NA,NA,NA,40,NA,,,uo,1,,43
21,UOR03232021,Barnhart,Shop,3/22/2021,1700,3/23/2021,956,1,NA,NA,North Cleanout,25 ml/10 minutes,200 mL sample,NA,NA,0,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4.827,osu,1,,43
22,E21,Barnhart,Port,NA,NA,3/24/2021,1214,2,11,NA,Port #26,Swab,NA,NA,NA,0,2,2,0,"202, 302, 402, 502, 602, 702",NA,31,No Amp,30.7,27.9,Positive (2/3),33.9,NA,,,uo,2,,44
23,E22,Barnhart,Roof,3/23/2021,1120,3/24/2021,1214,2,11,NA,Exhaust #26,PUF,NA,NA,NA,0,2,2,0,"202, 302, 402, 502, 602, 702",NA,32,No Amp,No Amp,28.9,Negative,37.3,NA,,,uo,2,,44
24,E23,Barnhart,Port,NA,NA,3/24/2021,1216,2,10,NA,Port #27,Swab,NA,NA,NA,0,2,2,0,"101, 106, 204, 304, 404, 504, 604, 704",NA,31.2,No Amp,32.4,28.1,Positive (2/3),34.5,NA,,,uo,2,,44
25,E24,Barnhart,Roof,3/23/2021,1122,3/24/2021,1216,2,10,NA,Exhaust #27,PUF,NA,NA,NA,0,2,2,0,"101, 106, 204, 304, 404, 504, 604, 704",NA,31.6,No Amp,No Amp,31.1,Negative,37.2,NA,,,uo,2,,44
26,E25,Barnhart,Port,NA,NA,3/24/2021,1219,2,9,NA,Port #30,Swab,NA,NA,NA,0,2,2,0,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,31.6,31.3,26.6,27.3,Positive (3/3),29.8,NA,,,uo,2,,44
27,E26,Barnhart,Roof,3/23/2021,1124,3/24/2021,1219,2,9,Z,Exhaust #30,PUF,NA,NA,NA,0,2,2,0,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,32,No Amp,No Amp,28.3,Negative,37.3,NA,,,uo,2,,44
28,E27,Barnhart,Port,NA,NA,3/24/2021,1221,2,8,NA,Port #31,Swab,NA,NA,NA,0,2,2,0,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,32.5,30.9,25,28.7,Positive (3/3),29.5,NA,,,uo,2,,44
29,E28,Barnhart,Roof,3/23/2021,1127,3/24/2021,1221,2,8,F,Exhaust #31,PUF,NA,NA,NA,0,2,2,0,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,30.8,No Amp,29.4,28.7,Positive (2/3),33.4,NA,,,uo,2,,44
30,E29,Barnhart,Port,NA,NA,3/24/2021,1223,2,7,NA,Port #34,Swab,NA,NA,NA,0,2,2,0,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,31.3,No Amp,31.5,28,Positive (2/3),34.2,NA,,,uo,2,,44
31,E30,Barnhart,Roof,3/23/2021,1129,3/24/2021,1223,2,7,K,Exhaust #34,PUF,NA,NA,NA,0,2,2,0,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,31.3,No Amp,No Amp,27.3,Negative,37.1,NA,,,uo,2,,44
32,E31,Barnhart,Port,NA,NA,3/24/2021,1225,2,6,NA,Port #37,Swab,NA,NA,NA,0,2,2,0,"117, 119, 217, 219, 317, 417, 517, 617, 717, 319, 419, 519, 619, 719",NA,30.1,No Amp,21.3,28.7,Positive (2/3),30.5,NA,,,uo,2,,44
33,E32,Barnhart,Roof,3/23/2021,1131,3/24/2021,1225,2,6,E,Exhaust #37,PUF,NA,NA,NA,0,2,2,0,"117, 119, 217, 219, 317, 417, 517, 617, 717, 319, 419, 519, 619, 719",NA,30.6,No Amp,28.5,27.7,Positive (2/3),33,NA,,,uo,2,,44
34,E33,Barnhart,Port,NA,NA,3/24/2021,1228,2,5,NA,Port #33,Swab,NA,NA,NA,0,2,2,0,"113, 115, 213, 215, 313, 413, 513, 613, 713, 315, 415, 515, 615, 715",NA,31.6,No Amp,30.1,27.9,Positive (2/3),33.9,NA,,,uo,2,,44
35,E34,Barnhart,Roof,3/23/2021,1133,3/24/2021,1228,2,5,I,Exhaust #33,PUF,NA,NA,NA,0,2,2,0,"113, 115, 213, 215, 313, 413, 513, 613, 713, 315, 415, 515, 615, 715",NA,31.7,31.2,No Amp,28.9,Positive (2/3),34.3,NA,,,uo,2,,44
36,E35,Barnhart,Port,NA,NA,3/24/2021,1230,2,4,NA,Port #32,Swab,NA,NA,NA,0,2,2,0,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,31.5,31.2,28.6,29.1,Positive (3/3),30.4,NA,,,uo,2,,44
37,E36,Barnhart,Roof,3/23/2021,1136,3/24/2021,1230,2,4,G,Exhaust #32,PUF,NA,NA,NA,0,2,2,0,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,31.6,No Amp,No Amp,27.9,Negative,37.2,NA,,,uo,2,,44
38,E37,Barnhart,Port,NA,NA,3/24/2021,1232,2,3,NA,Port #29,Swab,suspected cases,NA,"105, 107",2,2,2,0,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,31.8,30,25.9,28,Positive (3/3),29.2,NA,,,uo,2,,44
39,E38,Barnhart,Roof,3/23/2021,1138,3/24/2021,1232,2,3,C,Exhaust #29,PUF,suspected cases,NA,"105, 107",2,2,2,0,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,30.5,31.6,27.2,27.6,Positive (3/3),29.8,NA,,,uo,2,,44
40,E39,Barnhart,Roof,3/23/2021,1340,3/24/2021,1240,2,2,NA,Exhaust #38 & #39,PUF,NA,NA,NA,0,2,2,0,"225, 325, 425, 525, 625, 725, 221, 321, 421, 521, 621, 721, 223, 323, 423, 523, 623, 723",NA,29.7,31.3,21.4,27.9,Positive (3/3),27.5,NA,,,uo,2,,44
41,E40,Barnhart,Port,NA,NA,3/24/2021,1234,2,1,NA,Port #40,Swab,NA,NA,NA,0,2,2,0,"227, 327, 427, 527, 627, 727, 229, 329, 429, 529, 629, 729",NA,30.6,No Amp,30.5,26.4,Positive (2/3),33.7,NA,,,uo,2,,44
42,E41,Barnhart,Roof,3/23/2021,1140,3/24/2021,1234,2,1,NA,Exhaust #40,PUF,NA,NA,NA,0,2,2,0,"227, 327, 427, 527, 627, 727, 229, 329, 429, 529, 629, 729",NA,31.5,32.7,No Amp,28.8,Positive (2/3),34.7,NA,,,uo,2,,44
43,UOR03242021,Barnhart,Shop,3/23/2021,1200,3/24/2021,910,2,NA,NA,North Cleanout,25 ml/10 minutes,100 mL sample,NA,NA,na,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4.664,osu,2,,44
44,E42,Barnhart,Port,NA,NA,3/25/2021,1010,3,11,NA,Port #26,Swab,NA,NA,NA,0,3,3,0,"202, 302, 402, 502, 602, 702",NA,30.8,32,26.3,26.5,Positive (3/3),29.7,NA,,,uo,3,,45
45,E43,Barnhart,Roof,3/24/2021,1214,3/25/2021,1010,3,11,NA,Exhaust #26,PUF,NA,NA,NA,0,3,3,0,"202, 302, 402, 502, 602, 702",NA,30.1,No Amp,30.7,28.1,Positive (2/3),33.6,NA,,,uo,3,,45
46,E44,Barnhart,Port,NA,NA,3/25/2021,1012,3,10,NA,Port #27,Swab,NA,NA,NA,0,3,3,0,"101, 106, 204, 304, 404, 504, 604, 704",NA,30.8,No Amp,30.4,27.8,Positive (2/3),33.7,NA,,,uo,3,,45
47,E45,Barnhart,Roof,3/24/2021,1216,3/25/2021,1012,3,10,NA,Exhaust #27,PUF,NA,NA,NA,0,3,3,0,"101, 106, 204, 304, 404, 504, 604, 704",NA,31.9,No Amp,30.3,27,Positive (2/3),34.1,NA,,,uo,3,,45
48,E46,Barnhart,Port,NA,NA,3/25/2021,1014,3,9,NA,Port #30,Swab,NA,NA,NA,0,3,3,0,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,31.5,No Amp,23.5,30.3,Positive (2/3),31.6,NA,,,uo,3,,45
49,E47,Barnhart,Roof,3/24/2021,1219,3/25/2021,1014,3,9,Z,Exhaust #30,PUF,NA,NA,NA,0,3,3,0,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,30.3,31.9,32.7,27.6,Positive (3/3),31.6,NA,,,uo,3,,45
50,E48,Barnhart,Port,NA,NA,3/25/2021,1016,3,8,NA,Port #31,Swab,NA,NA,NA,0,3,3,0,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,30.6,31.3,29.7,29.8,Positive (3/3),30.5,NA,,,uo,3,,45
51,E49,Barnhart,Roof,3/24/2021,1221,3/25/2021,1016,3,8,F,Exhaust #31,PUF,NA,NA,NA,0,3,3,0,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,31.7,No Amp,No Amp,28,Negative,37.2,NA,,,uo,3,,45
52,E50,Barnhart,Port,NA,NA,3/25/2021,1018,3,7,NA,Port #34,Swab,NA,NA,NA,0,3,3,0,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,31.4,No Amp,28.6,27.6,Positive (2/3),33.3,NA,,,uo,3,,45
53,E51,Barnhart,Roof,3/24/2021,1223,3/25/2021,1018,3,7,K,Exhaust #34,PUF,NA,NA,NA,0,3,3,0,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,30.6,No Amp,No Amp,No Amp,Negative,36.9,NA,,,uo,3,,45
54,E52,Barnhart,Port,NA,NA,3/25/2021,1020,3,6,NA,Port #37,Swab,NA,NA,NA,0,3,3,0,"117, 119, 217, 219, 317, 417, 517, 617, 717, 319, 419, 519, 619, 719",NA,29.3,26.7,28.5,28.5,Positive (3/3),28.1,NA,,,uo,3,,45
55,E53,Barnhart,Roof,3/24/2021,1225,3/25/2021,1020,3,6,E,Exhaust #37,PUF,NA,NA,NA,0,3,3,0,"117, 119, 217, 219, 317, 417, 517, 617, 717, 319, 419, 519, 619, 719",NA,29.5,No Amp,18.5,27.2,Positive (2/3),29.4,NA,,,uo,3,,45
56,E54,Barnhart,Port,NA,NA,3/25/2021,1022,3,5,NA,Port #33,Swab,NA,NA,NA,0,3,3,0,"113, 115, 213, 215, 313, 413, 513, 613, 713, 315, 415, 515, 615, 715",NA,25.5,29.5,28.3,No Amp,Positive (3/3),27.8,NA,,,uo,3,,45
57,E55,Barnhart,Roof,3/24/2021,1228,3/25/2021,1022,3,5,I,Exhaust #33,PUF,NA,NA,NA,0,3,3,0,"113, 115, 213, 215, 313, 413, 513, 613, 713, 315, 415, 515, 615, 715",NA,28.3,No Amp,25.1,30.3,Positive (2/3),31.1,NA,,,uo,3,,45
58,E56,Barnhart,Port,NA,NA,3/25/2021,1024,3,4,NA,Port #32,Swab,NA,NA,NA,0,3,3,0,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,30.9,No Amp,24.5,26.3,Positive (2/3),31.8,NA,,,uo,3,,45
59,E57,Barnhart,Roof,3/24/2021,1230,3/25/2021,1024,3,4,G,Exhaust #32,PUF,NA,NA,NA,0,3,3,0,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,30.9,33.2,27,27.9,Positive (3/3),30.3,NA,,,uo,3,,45
60,E58,Barnhart,Port,NA,NA,3/25/2021,1026,3,3,NA,Port #29,Swab,suspected cases,NA,"105, 107",2,3,3,0,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,30.4,32.1,19.9,27.5,Positive (3/3),27.4,NA,,,uo,3,,45
61,E59,Barnhart,Roof,3/24/2021,1232,3/25/2021,1026,3,3,C,Exhaust #29,PUF,suspected cases,NA,"105, 107",2,3,3,0,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,29,No Amp,31,30,Positive (2/3),33.4,NA,,,uo,3,,45
62,E60,Barnhart,Roof,3/24/2021,1240,3/25/2021,1035,3,2,NA,Exhaust #38 & #39,PUF,NA,NA,NA,0,3,3,0,"225, 325, 425, 525, 625, 725, 221, 321, 421, 521, 621, 721, 223, 323, 423, 523, 623, 723",NA,30.6,31.4,27.5,27.2,Positive (3/3),29.8,NA,,,uo,3,,45
63,E61,Barnhart,Port,NA,NA,3/25/2021,1030,3,1,NA,Port #40,Swab,NA,NA,NA,0,3,3,0,"227, 327, 427, 527, 627, 727, 229, 329, 429, 529, 629, 729",NA,28.6,No Amp,30.3,31.7,Positive (2/3),33,NA,,,uo,3,,45
64,E62,Barnhart,Roof,3/24/2021,1234,3/25/2021,1030,3,1,NA,Exhaust #40,PUF,NA,NA,NA,0,3,3,0,"227, 327, 427, 527, 627, 727, 229, 329, 429, 529, 629, 729",NA,28.2,No Amp,No Amp,No Amp,Negative,36.1,NA,,,uo,3,,45
65,UOR03252021,Barnhart,Shop,3/24/2021,940,3/25/2021,835,3,NA,NA,North Cleanout,25 ml/10 minutes,NA,NA,NA,na,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6.889,osu,3,,45
66,E63,Barnhart,Port,NA,NA,3/26/2021,1038,4,11,NA,Port #26,Swab,NA,NA,202,1,1,1,0,"202, 302, 402, 502, 602, 702",NA,24.9,28.6,25.6,No Amp,Positive (3/3),26.4,NA,,,uo,4,,46
67,E64,Barnhart,Roof,3/25/2021,1010,3/26/2021,1038,4,11,NA,Exhaust #26,PUF,NA,NA,202,1,1,1,0,"202, 302, 402, 502, 602, 702",NA,No Amp,No Amp,No Amp,No Amp,Negative,40,NA,,,uo,4,,46
68,E65,Barnhart,Port,NA,NA,3/26/2021,1040,4,10,NA,Port #27,Swab,NA,NA,NA,0,1,1,0,"101, 106, 204, 304, 404, 504, 604, 704",NA,30.6,32.1,No Amp,29.1,Positive (2/3),34.2,NA,,,uo,4,,46
69,E66,Barnhart,Roof,3/25/2021,1012,3/26/2021,1040,4,10,NA,Exhaust #27,PUF,NA,NA,NA,0,1,1,0,"101, 106, 204, 304, 404, 504, 604, 704",NA,30.7,32.1,23.4,28.7,Positive (3/3),28.7,NA,,,uo,4,,46
70,E67,Barnhart,Port,NA,NA,3/26/2021,1042,4,9,NA,Port #30,Swab,NA,NA,NA,0,1,1,0,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,29.7,30.9,28.3,27,Positive (3/3),29.6,NA,,,uo,4,,46
71,E68,Barnhart,Roof,3/25/2021,1014,3/26/2021,1042,4,9,Z,Exhaust #30,PUF,NA,NA,NA,0,1,1,0,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,30.3,No Amp,30.1,27.6,Positive (2/3),33.5,NA,,,uo,4,,46
72,E69,Barnhart,Port,NA,NA,3/26/2021,1044,4,8,NA,Port #31,Swab,NA,NA,NA,0,1,1,0,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,30.9,No Amp,23.7,29.3,Positive (2/3),31.5,NA,,,uo,4,,46
73,E70,Barnhart,Roof,3/25/2021,1016,3/26/2021,1044,4,8,F,Exhaust #31,PUF,NA,NA,NA,0,1,1,0,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,28.3,No Amp,29.7,No Amp,Positive (2/3),32.7,NA,,,uo,4,,46
74,E71,Barnhart,Port,NA,NA,3/26/2021,1046,4,7,NA,Port #34,Swab,NA,NA,NA,0,1,1,0,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,31.4,No Amp,No Amp,25.8,Negative,37.1,NA,,,uo,4,,46
75,E72,Barnhart,Roof,3/25/2021,1018,3/26/2021,1046,4,7,K,Exhaust #34,PUF,NA,NA,NA,0,1,1,0,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,31.9,No Amp,No Amp,30.2,Negative,37.3,NA,,,uo,4,,46
76,E73,Barnhart,Port,NA,NA,3/26/2021,1048,4,6,NA,Port #37,Swab,NA,NA,NA,0,1,1,0,"117, 119, 217, 219, 317, 417, 517, 617, 717, 319, 419, 519, 619, 719",NA,NA,NA,NA,NA,NA,40,NA,,,uo,4,,46
77,E74,Barnhart,Roof,3/25/2021,1020,3/26/2021,1048,4,6,E,Exhaust #37,PUF,NA,NA,NA,0,1,1,0,"117, 119, 217, 219, 317, 417, 517, 617, 717, 319, 419, 519, 619, 719",NA,31.4,No Amp,27.8,28.9,Positive (2/3),33.1,NA,,,uo,4,,46
78,E75,Barnhart,Port,NA,NA,3/26/2021,1050,4,5,NA,Port #33,Swab,NA,NA,NA,0,1,1,0,"113, 115, 213, 215, 313, 413, 513, 613, 713, 315, 415, 515, 615, 715",NA,30,30.6,No Amp,No Amp,Positive (2/3),33.5,NA,,,uo,4,,46
79,E76,Barnhart,Roof,3/25/2021,1022,3/26/2021,1050,4,5,I,Exhaust #33,PUF,NA,NA,NA,0,1,1,0,"113, 115, 213, 215, 313, 413, 513, 613, 713, 315, 415, 515, 615, 715",NA,31.4,No Amp,28.4,29.7,Positive (2/3),33.2,NA,,,uo,4,,46
80,E77,Barnhart,Port,NA,NA,3/26/2021,1052,4,4,NA,Port #32,Swab,NA,NA,NA,0,1,1,0,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,No Amp,No Amp,No Amp,No Amp,Negative,40,NA,,,uo,4,,46
81,E78,Barnhart,Roof,3/25/2021,1024,3/26/2021,1052,4,4,G,Exhaust #32,PUF,NA,NA,NA,0,1,1,0,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,31.2,No Amp,31.6,27.4,Positive (2/3),34.3,NA,,,uo,4,,46
82,E79,Barnhart,Port,NA,NA,3/26/2021,1054,4,3,NA,Port #29,Swab,NA,NA,"105, 107",2,1,1,0,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,30.6,No Amp,27.6,31.6,Positive (2/3),32.7,NA,,,uo,4,,46
83,E80,Barnhart,Roof,3/25/2021,1026,3/26/2021,1054,4,3,C,Exhaust #29,PUF,NA,NA,"105, 107",2,1,1,0,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,30.3,30.5,23,28.6,Positive (3/3),27.9,NA,,,uo,4,,46
84,E81,Barnhart,Roof,3/25/2021,1035,3/26/2021,1102,4,2,NA,Exhaust #38 & #39,PUF,NA,NA,NA,0,1,1,0,"225, 325, 425, 525, 625, 725, 221, 321, 421, 521, 621, 721, 223, 323, 423, 523, 623, 723",NA,31.1,No Amp,25.4,28.5,Positive (2/3),32.2,NA,,,uo,4,,46
85,E82,Barnhart,Port,NA,NA,3/26/2021,1156,4,1,NA,Port #40,Swab,NA,NA,NA,0,1,1,0,"227, 327, 427, 527, 627, 727, 229, 329, 429, 529, 629, 729",NA,32.2,No Amp,23.2,29.4,Positive (2/3),31.8,NA,,,uo,4,,46
86,E83,Barnhart,Roof,3/25/2021,1030,3/26/2021,1056,4,1,NA,Exhaust #40,PUF,NA,NA,NA,0,1,1,0,"227, 327, 427, 527, 627, 727, 229, 329, 429, 529, 629, 729",NA,31.4,33.4,No Amp,28.8,Positive (2/3),35,NA,,,uo,4,,46
87,E84,Barnhart,Indoors,NA,NA,3/26/2021,1230,1,NA,NA,W. Entrance Door Handle Exterior,Swab,NA,NA,NA,,1,1,0,NA,NA,30,No Amp,21.2,29,Positive (2/3),30.4,NA,,,uo,4,lobby,46
88,E85,Barnhart,Indoors,NA,NA,3/26/2021,1230,1,NA,NA,W. Entrance Door Handle Interior,Swab,NA,NA,NA,,1,1,0,NA,NA,31.7,No Amp,32.5,26.4,Positive (2/3),34.7,NA,,,uo,4,lobby,46
89,E86,Barnhart,Indoors,NA,NA,3/26/2021,1230,1,NA,NA,Lobby Call Elevator Button,Swab,NA,NA,NA,,1,1,0,NA,NA,31.1,No Amp,30.4,28.2,Positive (2/3),33.9,NA,,,uo,4,lobby,46
90,E87,Barnhart,Indoors,NA,NA,3/26/2021,1230,1,NA,NA,Positive Floor Elevator Railing,Swab,NA,NA,NA,,1,1,0,NA,NA,30.9,No Amp,No Amp,28.8,Negative,37,NA,,,uo,4,positive,46
91,E88,Barnhart,Indoors,NA,NA,3/26/2021,1230,1,NA,NA,Positive Floor Elevator Common Buttons,Swab,NA,NA,NA,,1,1,0,NA,NA,31.5,No Amp,No Amp,29.9,Negative,37.2,NA,,,uo,4,positive,46
92,E89,Barnhart,Indoors,NA,NA,3/26/2021,1230,1,NA,NA,2nd Floor Elevator Call Button,Swab,NA,NA,NA,,1,1,0,NA,NA,32,No Amp,29.3,29.8,Positive (2/3),33.8,NA,,,uo,4,positive,46
93,E90,Barnhart,Indoors,NA,NA,3/26/2021,1230,1,NA,NA,2nd Floor N Hallway Door Handle,Swab,NA,NA,NA,,1,1,0,NA,NA,29.6,30.1,28.4,29.8,Positive (3/3),29.4,NA,,,uo,4,positive,46
94,E91,Barnhart,Indoors,NA,NA,3/26/2021,1230,1,NA,NA,2nd Floor Stairway Door Handle,Swab,NA,NA,NA,,1,1,0,NA,NA,30.3,31.1,29.2,27.9,Positive (3/3),30.2,NA,,,uo,4,positive,46
95,E92,Barnhart,Indoors,NA,NA,3/26/2021,1230,1,NA,NA,7th Floor Elevator Call Button,Swab,NA,NA,NA,,1,1,0,NA,NA,31.1,No Amp,No Amp,29.6,Negative,37,NA,,,uo,4,traced,46
