"","X.2","SampleID","Site","Room.Type","Start.Date","SamplerStart","CollectionDate","SamplerEnd","Entry","SamplerNumber","Cartridge","Location","CollectionMethod","Notes","Flushed.Toilets","occupiedrooms","stack.n","wing.n","building.n","s.wing.n","source.rooms","Runtime","N","ORF1ab","S","MS2","Result","ct","X","X.1","LogCopiesPerL","lab","Result.clean"
"456",717,"E696","Barnhart","Roof","4/15/2021",1003,2021-04-16,1318,25,3,"C","Exhaust #29","PUF",NA,NA,"105, 205, 207",3,10,29,27,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,"28.1","29.4","No Amp","27.3","Positive (2/3)",32.5,NA,NA,NA,"uo","Positive"
"457",718,"E697","Barnhart","Roof","4/15/2021",1005,2021-04-16,1322,25,2,"T","Exhaust #38 & #39","PUF",NA,NA,"723, 725",2,10,29,27,"225, 325, 425, 525, 625, 725, 221, 321, 421, 521, 621, 721, 223, 323, 423, 523, 623, 723",NA,"34.5","No Amp","No Amp","28.3","Negative",38.2,NA,NA,NA,"uo","Negative"
"458",719,"E698","Barnhart","Indoors",NA,NA,2021-04-16,1331,21,NA,NA,"W. Entrance Door Handle Exterior","Swab",NA,NA,NA,NA,10,29,27,NA,NA,"No Amp","No Amp","No Amp","28","Negative",40,NA,NA,NA,"uo","Negative"
"459",720,"E699","Barnhart","Indoors",NA,NA,2021-04-16,1332,21,NA,NA,"W. Entrance Door Handle Interior","Swab",NA,NA,NA,NA,10,29,27,NA,NA,"30.8","No Amp","No Amp","27.6","Negative",36.9,NA,NA,NA,"uo","Negative"
"460",18,"E7","Barnhart","Roof","3/22/2021",1236,2021-03-23,1127,1,8,"F","Exhaust #31","PUF",NA,NA,NA,0,2,2,0,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,"30.7","31.7","26.4","32","Positive (3/3)",29.6,NA,NA,NA,"uo","Positive"
"461",73,"E70","Barnhart","Roof","3/25/2021",1016,2021-03-26,1044,4,8,"F","Exhaust #31","PUF",NA,NA,NA,0,1,1,0,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,"28.3","No Amp","29.7","No Amp","Positive (2/3)",32.7,NA,NA,NA,"uo","Positive"
"462",722,"E701","Barnhart","Indoors",NA,NA,2021-04-16,1334,21,NA,NA,"Positive Floor Elevator Railing","Swab",NA,NA,NA,NA,10,29,27,NA,NA,"33.5","No Amp","No Amp","29.4","Negative",37.8,NA,NA,NA,"uo","Negative"
"463",723,"E702","Barnhart","Indoors",NA,NA,2021-04-16,1335,21,NA,NA,"Positive Floor Elevator Buttons","Swab",NA,NA,NA,NA,10,29,27,NA,NA,"No Amp","No Amp","No Amp","28.5","Negative",40,NA,NA,NA,"uo","Negative"
"464",724,"E703","Barnhart","Indoors",NA,NA,2021-04-16,1336,21,NA,NA,"2nd Floor Elevator Call Button","Swab",NA,NA,NA,NA,10,29,27,NA,NA,"32.8","31.5","No Amp","27.4","Positive (2/3)",34.8,NA,NA,NA,"uo","Positive"
"465",725,"E704","Barnhart","Indoors",NA,NA,2021-04-16,1337,21,NA,NA,"2nd Floor N Hallway Door Handle","Swab",NA,NA,NA,NA,10,29,27,NA,NA,"28","29.9","No Amp","28.3","Positive (2/3)",32.7,NA,NA,NA,"uo","Positive"
"466",726,"E705","Barnhart","Indoors",NA,NA,2021-04-16,1338,21,NA,NA,"2nd Floor Stairway Door Handle","Swab",NA,NA,NA,NA,10,29,27,NA,NA,"31.9","32.7","30.9","27.7","Positive (3/3)",31.8,NA,NA,NA,"uo","Positive"
"467",74,"E71","Barnhart","Port",NA,NA,2021-03-26,1046,4,7,NA,"Port #34","Swab",NA,NA,NA,0,1,1,0,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,"31.4","No Amp","No Amp","25.8","Negative",37.1,NA,NA,NA,"uo","Negative"
"468",732,"E711","Barnhart","Indoors",NA,NA,2021-04-17,1117,22,NA,NA,"W. Entrance Door Handle Exterior","Swab",NA,NA,NA,NA,17,35,28,NA,NA,"29.5","31.4","No Amp","27.1","Positive (2/3)",33.6,NA,NA,NA,"uo","Positive"
"469",733,"E712","Barnhart","Indoors",NA,NA,2021-04-17,1117,22,NA,NA,"W. Entrance Door Handle Interior","Swab",NA,NA,NA,NA,17,35,28,NA,NA,"21.6","30","No Amp","26.5","Positive (2/3)",30.5,NA,NA,NA,"uo","Positive"
"470",734,"E713","Barnhart","Indoors",NA,NA,2021-04-17,1118,22,NA,NA,"Lobby Call Elevator Button","Swab",NA,NA,NA,NA,17,35,28,NA,NA,"32.5","32.1","33.3","27.1","Positive (3/3)",32.6,NA,NA,NA,"uo","Positive"
"471",735,"E714","Barnhart","Indoors",NA,NA,2021-04-17,1143,22,NA,NA,"Positive Floor Elevator Railing","Swab",NA,NA,NA,NA,17,35,28,NA,NA,"32.5","No Amp","No Amp","27.4","Negative",37.5,NA,NA,NA,"uo","Negative"
"472",736,"E715","Barnhart","Indoors",NA,NA,2021-04-17,1144,22,NA,NA,"Positive Floor Elevator Buttons","Swab",NA,NA,NA,NA,17,35,28,NA,NA,"30.2","31.7","No Amp","26.8","Positive (2/3)",34,NA,NA,NA,"uo","Positive"
"473",737,"E716","Barnhart","Indoors",NA,NA,2021-04-17,1145,22,NA,NA,"2nd Floor Elevator Call Button","Swab",NA,NA,NA,NA,17,35,28,NA,NA,"20.9","24.6","No Amp","26.5","Positive (2/3)",28.5,NA,NA,NA,"uo","Positive"
"474",738,"E717","Barnhart","Indoors",NA,NA,2021-04-17,1146,22,NA,NA,"2nd Floor N Hallway Door Handle","Swab",NA,NA,NA,NA,17,35,28,NA,NA,"25.9","24.9","No Amp","25.7","Positive (2/3)",30.3,NA,NA,NA,"uo","Positive"
"475",739,"E718","Barnhart","Indoors",NA,NA,2021-04-17,1146,22,NA,NA,"2nd Floor Stairway Door Handle","Swab",NA,NA,NA,NA,17,35,28,NA,NA,"31.8","31.4","No Amp","27.3","Positive (2/3)",34.4,NA,NA,NA,"uo","Positive"
"476",75,"E72","Barnhart","Roof","3/25/2021",1018,2021-03-26,1046,4,7,"K","Exhaust #34","PUF",NA,NA,NA,0,1,1,0,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,"31.9","No Amp","No Amp","30.2","Negative",37.3,NA,NA,NA,"uo","Negative"
"477",745,"E724","Barnhart","Port",NA,NA,2021-04-17,1125,26,5,NA,"Port #26","Swab",NA,NA,"402",1,17,35,28,"202, 302, 402, 502, 602, 702",NA,"33.4","No Amp","No Amp","28.6","Negative",37.8,NA,NA,NA,"uo","Negative"
"478",746,"E725","Barnhart","Roof","4/16/2021",NA,2021-04-17,1125,26,5,"I","Exhaust #26","PUF",NA,NA,"402",1,17,35,28,"202, 302, 402, 502, 602, 702",NA,"28.9","30","27.3","26.7","Positive (3/3)",28.7,NA,NA,NA,"uo","Positive"
"479",747,"E726","Barnhart","Port",NA,NA,2021-04-17,1127,26,7,NA,"Port #27","Swab",NA,NA,"204, 404",1,17,35,28,"101, 106, 204, 304, 404, 504, 604, 704",NA,"34.7","No Amp","No Amp","27.8","Negative",38.2,NA,NA,NA,"uo","Negative"
"480",748,"E727","Barnhart","Roof","4/16/2021",NA,2021-04-17,1127,26,7,"K","Exhaust #27","PUF",NA,NA,"204, 404",2,17,35,28,"101, 106, 204, 304, 404, 504, 604, 704",NA,"30.5","32.3","32.6","23.5","Positive (3/3)",31.8,NA,NA,NA,"uo","Positive"
"481",750,"E729","Barnhart","Roof","4/16/2021",NA,2021-04-17,1128,26,9,"Z","Exhaust #30","PUF",NA,NA,"206, 208",2,17,35,28,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,"34","No Amp","No Amp","24.3","Negative",38,NA,NA,NA,"uo","Negative"
"482",751,"E730","Barnhart","Port",NA,NA,2021-04-17,1130,26,8,NA,"Port #31","Swab",NA,NA,"210, 212",0,17,35,28,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,"No Amp","No Amp","No Amp","28.3","Negative",40,NA,NA,NA,"uo","Negative"
"483",752,"E731","Barnhart","Roof","4/16/2021",NA,2021-04-17,1130,26,8,"F","Exhaust #31","PUF",NA,NA,"210, 212",2,17,35,28,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,"28.7","29.5","29.9","24.5","Positive (3/3)",29.4,NA,NA,NA,"uo","Positive"
"484",753,"E732","Barnhart","Port",NA,NA,2021-04-17,1132,26,1,NA,"Port #34","Swab",NA,NA,"214, 216",1,17,35,28,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,"31.1","32.7","No Amp","26.7","Positive (2/3)",34.6,NA,NA,NA,"uo","Positive"
"485",754,"E733","Barnhart","Roof","4/16/2021",NA,2021-04-17,1132,26,1,"H","Exhaust #34","PUF",NA,NA,"214, 216",2,17,35,28,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,"29","30","No Amp","26.3","Positive (2/3)",33,NA,NA,NA,"uo","Positive"
"486",755,"E734","Barnhart","Port",NA,NA,2021-04-17,1136,26,4,NA,"Port #32","Swab",NA,NA,"209, 211",2,17,35,28,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,"34","No Amp","No Amp","27.3","Negative",38,NA,NA,NA,"uo","Negative"
"487",756,"E735","Barnhart","Roof","4/16/2021",NA,2021-04-17,1136,26,4,"G","Exhaust #32","PUF",NA,NA,"209, 211",2,17,35,28,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,"32.3","34.5","No Amp","27","Positive (2/3)",35.6,NA,NA,NA,"uo","Positive"
"488",757,"E736","Barnhart","Port",NA,NA,2021-04-17,1138,26,3,NA,"Port #29","Swab",NA,NA,"105, 205, 207",3,17,35,28,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,"32.2","No Amp","30.9","27.1","Positive (2/3)",34.3,NA,NA,NA,"uo","Positive"
"489",758,"E737","Barnhart","Roof","4/16/2021",NA,2021-04-17,1138,26,3,"C","Exhaust #29","PUF",NA,NA,"105, 205, 207",3,17,35,28,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,"28.1","30.2","No Amp","26.8","Positive (2/3)",32.8,NA,NA,NA,"uo","Positive"
"490",759,"E738","Barnhart","Roof","4/16/2021",NA,2021-04-17,1135,26,2,"T","Exhaust #38 & #39","PUF",NA,NA,"221, 223, 225, 723, 725",5,17,35,28,"225, 325, 425, 525, 625, 725, 221, 321, 421, 521, 621, 721, 223, 323, 423, 523, 623, 723",NA,"32.9","No Amp","No Amp","25.1","Negative",37.6,NA,NA,NA,"uo","Negative"
"491",760,"E739","Barnhart","Indoors",NA,NA,2021-04-18,1006,23,NA,NA,"W. Entrance Door Handle Exterior","Swab",NA,NA,NA,NA,17,33,28,NA,NA,"29.7","29.9","No Amp","26.8","Positive (2/3)",33.2,NA,NA,NA,"uo","Positive"
"492",77,"E74","Barnhart","Roof","3/25/2021",1020,2021-03-26,1048,4,6,"E","Exhaust #37","PUF",NA,NA,NA,0,1,1,0,"117, 119, 217, 219, 317, 417, 517, 617, 717, 319, 419, 519, 619, 719",NA,"31.4","No Amp","27.8","28.9","Positive (2/3)",33.1,NA,NA,NA,"uo","Positive"
"493",761,"E740","Barnhart","Indoors",NA,NA,2021-04-18,1006,23,NA,NA,"W. Entrance Door Handle Interior","Swab",NA,NA,NA,NA,17,33,28,NA,NA,"28.7","30.2","No Amp","27.1","Positive (2/3)",33,NA,NA,NA,"uo","Positive"
"494",762,"E741","Barnhart","Indoors",NA,NA,2021-04-18,1007,23,NA,NA,"Lobby Call Elevator Button","Swab",NA,NA,NA,NA,17,33,28,NA,NA,"No Amp","No Amp","No Amp","27","Negative",40,NA,NA,NA,"uo","Negative"
"495",764,"E743","Barnhart","Indoors",NA,NA,2021-04-18,1034,23,NA,NA,"Positive Floor Elevator Buttons","Swab",NA,NA,NA,NA,17,33,28,NA,NA,"30","31.2","No Amp","27.3","Positive (2/3)",33.7,NA,NA,NA,"uo","Positive"
"496",765,"E744","Barnhart","Indoors",NA,NA,2021-04-18,1035,23,NA,NA,"2nd Floor Elevator Call Button","Swab",NA,NA,NA,NA,17,33,28,NA,NA,"28.3","29.9","No Amp","27.3","Positive (2/3)",32.8,NA,NA,NA,"uo","Positive"
"497",766,"E745","Barnhart","Indoors",NA,NA,2021-04-18,1036,23,NA,NA,"2nd Floor N Hallway Door Handle","Swab",NA,NA,NA,NA,17,33,28,NA,NA,"27.2","27.9","No Amp","27.4","Positive (2/3)",31.7,NA,NA,NA,"uo","Positive"
"498",767,"E746","Barnhart","Indoors",NA,NA,2021-04-18,1037,23,NA,NA,"2nd Floor Stairway Door Handle","Swab",NA,NA,NA,NA,17,33,28,NA,NA,"26.8","27.6","No Amp","27.5","Positive (2/3)",31.5,NA,NA,NA,"uo","Positive"
"499",78,"E75","Barnhart","Port",NA,NA,2021-03-26,1050,4,5,NA,"Port #33","Swab",NA,NA,NA,0,1,1,0,"113, 115, 213, 215, 313, 413, 513, 613, 713, 315, 415, 515, 615, 715",NA,"30","30.6","No Amp","No Amp","Positive (2/3)",33.5,NA,NA,NA,"uo","Positive"
"500",773,"E752","Barnhart","Port",NA,NA,2021-04-18,1016,27,5,NA,"Port #26","Swab",NA,NA,"402",1,17,33,28,"202, 302, 402, 502, 602, 702",NA,"No Amp","33.2","No Amp","28.4","Negative",36.4,NA,NA,NA,"uo","Negative"
"501",774,"E753","Barnhart","Roof","4/17/2021",1125,2021-04-18,1016,27,5,"I","Exhaust #26","PUF",NA,NA,"402",1,17,33,28,"202, 302, 402, 502, 602, 702",NA,"29.8","31.9","No Amp","22.8","Positive (2/3)",33.9,NA,NA,NA,"uo","Positive"
"502",775,"E754","Barnhart","Port",NA,NA,2021-04-18,1017,27,7,NA,"Port #27","Swab",NA,NA,"204, 404",2,17,33,28,"101, 106, 204, 304, 404, 504, 604, 704",NA,"34","No Amp","No Amp","27.2","Negative",38,NA,NA,NA,"uo","Negative"
"503",776,"E755","Barnhart","Roof","4/17/2021",1127,2021-04-18,1017,27,7,"K","Exhaust #27","PUF",NA,NA,"204, 404",2,17,33,28,"101, 106, 204, 304, 404, 504, 604, 704",NA,"30.9","32.3","No Amp","26.3","Positive (2/3)",34.4,NA,NA,NA,"uo","Positive"
"504",777,"E756","Barnhart","Port",NA,NA,2021-04-18,1019,27,9,NA,"Port #30","Swab",NA,NA,"206, 208",2,17,33,28,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,"30.5","No Amp","29.1","26.6","Positive (2/3)",33.2,NA,NA,NA,"uo","Positive"
"505",778,"E757","Barnhart","Roof","4/17/2021",1128,2021-04-18,1019,27,9,"Z","Exhaust #30","PUF",NA,NA,"206, 208",2,17,33,28,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,"28.7","28.9","29.7","23.7","Positive (3/3)",29.1,NA,NA,NA,"uo","Positive"
"506",779,"E758","Barnhart","Port",NA,NA,2021-04-18,1021,27,8,NA,"Port #31","Swab",NA,NA,"210, 212",2,17,33,28,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,"31","No Amp","No Amp","26.7","Negative",37,NA,NA,NA,"uo","Negative"
"507",780,"E759","Barnhart","Roof","4/17/2021",1130,2021-04-18,1021,27,8,"F","Exhaust #31","PUF",NA,NA,"210, 212",2,17,33,28,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,"28.4","30.1","31.3","24.7","Positive (3/3)",29.9,NA,NA,NA,"uo","Positive"
"508",79,"E76","Barnhart","Roof","3/25/2021",1022,2021-03-26,1050,4,5,"I","Exhaust #33","PUF",NA,NA,NA,0,1,1,0,"113, 115, 213, 215, 313, 413, 513, 613, 713, 315, 415, 515, 615, 715",NA,"31.4","No Amp","28.4","29.7","Positive (2/3)",33.2,NA,NA,NA,"uo","Positive"
"509",781,"E760","Barnhart","Port",NA,NA,2021-04-18,1023,27,1,NA,"Port #34","Swab",NA,NA,"214, 216",2,17,33,28,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,"34.4","33.9","No Amp","26.8","Positive (2/3)",36.1,NA,NA,NA,"uo","Positive"
"510",782,"E761","Barnhart","Roof","4/17/2021",1132,2021-04-18,1023,27,1,"H","Exhaust #34","PUF",NA,NA,"214, 216",2,17,33,28,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,"29.8","31.2","No Amp","25.2","Positive (2/3)",33.7,NA,NA,NA,"uo","Positive"
"511",783,"E762","Barnhart","Port",NA,NA,2021-04-18,1028,27,4,NA,"Port #32","Swab",NA,NA,"209, 211",2,17,33,28,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,"No Amp","No Amp","No Amp","27.1","Negative",40,NA,NA,NA,"uo","Negative"
"512",784,"E763","Barnhart","Roof","4/17/2021",1136,2021-04-18,1028,27,4,"G","Exhaust #32","PUF",NA,NA,"209, 211",2,17,33,28,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,"31.5","30.6","No Amp","23.8","Positive (2/3)",34,NA,NA,NA,"uo","Positive"
"513",785,"E764","Barnhart","Port",NA,NA,2021-04-18,1029,27,3,NA,"Port #29","Swab",NA,NA,"105, 205, 207",3,17,33,28,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,"33.4","No Amp","No Amp","27.2","Negative",37.8,NA,NA,NA,"uo","Negative"
"514",786,"E765","Barnhart","Roof","4/17/2021",1138,2021-04-18,1029,27,3,"C","Exhaust #29","PUF",NA,NA,"105, 205, 207",3,17,33,28,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,"30.2","31.9","No Amp","26","Positive (2/3)",34,NA,NA,NA,"uo","Positive"
"515",787,"E766","Barnhart","Roof","4/17/2021",1135,2021-04-18,1026,27,2,"T","Exhaust #38 & #39","PUF",NA,NA,"221, 223, 225, 723, 725",3,17,33,28,"225, 325, 425, 525, 625, 725, 221, 321, 421, 521, 621, 721, 223, 323, 423, 523, 623, 723",NA,"22.4","23.4","15.2","24.3","Positive (3/3)",20.3,NA,NA,NA,"uo","Positive"
"516",788,"E767","Barnhart","Indoors",NA,NA,2021-04-19,1028,24,NA,NA,"W. Entrance Door Handle Exterior","Swab",NA,NA,NA,NA,18,34,30,NA,NA,"29.7","30.7","No Amp","27.3","Positive (2/3)",33.5,NA,NA,NA,"uo","Positive"
"517",789,"E768","Barnhart","Indoors",NA,NA,2021-04-19,1029,24,NA,NA,"W. Entrance Door Handle Interior","Swab",NA,NA,NA,NA,18,34,30,NA,NA,"27.8","29.2","28.1","27.5","Positive (3/3)",28.3,NA,NA,NA,"uo","Positive"
"518",790,"E769","Barnhart","Indoors",NA,NA,2021-04-19,1030,24,NA,NA,"Lobby Call Elevator Button","Swab",NA,NA,NA,NA,18,34,30,NA,NA,"30.3","32.9","No Amp","26.6","Positive (2/3)",34.4,NA,NA,NA,"uo","Positive"
"519",791,"E770","Barnhart","Indoors",NA,NA,2021-04-19,1031,24,NA,NA,"Positive Floor Elevator Railing","Swab",NA,NA,NA,NA,18,34,30,NA,NA,"32.4","No Amp","No Amp","27.5","Negative",37.5,NA,NA,NA,"uo","Negative"
"520",792,"E771","Barnhart","Indoors",NA,NA,2021-04-19,1032,24,NA,NA,"Positive Floor Elevator Buttons","Swab",NA,NA,NA,NA,18,34,30,NA,NA,"31.4","32.6","No Amp","27.3","Positive (2/3)",34.7,NA,NA,NA,"uo","Positive"
"521",793,"E772","Barnhart","Indoors",NA,NA,2021-04-19,1033,24,NA,NA,"2nd Floor Elevator Call Button","Swab",NA,NA,NA,NA,18,34,30,NA,NA,"29.6","30.5","No Amp","26.6","Positive (2/3)",33.3,NA,NA,NA,"uo","Positive"
"522",794,"E773","Barnhart","Indoors",NA,NA,2021-04-19,1034,24,NA,NA,"2nd Floor N Hallway Door Handle","Swab",NA,NA,NA,NA,18,34,30,NA,NA,"27.4","28.9","No Amp","27.2","Positive (2/3)",32.1,NA,NA,NA,"uo","Positive"
"523",795,"E774","Barnhart","Indoors",NA,NA,2021-04-19,1035,24,NA,NA,"2nd Floor Stairway Door Handle","Swab",NA,NA,NA,NA,18,34,30,NA,NA,"24.3","24.4","No Amp","27.5","Positive (2/3)",29.6,NA,NA,NA,"uo","Positive"
"524",81,"E78","Barnhart","Roof","3/25/2021",1024,2021-03-26,1052,4,4,"G","Exhaust #32","PUF",NA,NA,NA,0,1,1,0,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,"31.2","No Amp","31.6","27.4","Positive (2/3)",34.3,NA,NA,NA,"uo","Positive"
"525",801,"E780","Barnhart","Port",NA,NA,2021-04-19,940,28,5,NA,"Port #26","Swab",NA,NA,"202, 402",1,18,34,30,"202, 302, 402, 502, 602, 702",NA,"34.3","No Amp","No Amp","27.3","Negative",38.1,NA,NA,NA,"uo","Negative"
"526",803,"E782","Barnhart","Port",NA,NA,2021-04-19,942,28,7,NA,"Port #27","Swab",NA,NA,"204, 404",2,18,34,30,"101, 106, 204, 304, 404, 504, 604, 704",NA,"No Amp","No Amp","No Amp","27.3","Negative",40,NA,NA,NA,"uo","Negative"
"527",804,"E783","Barnhart","Roof","4/18/2021",1017,2021-04-19,943,28,7,"K","Exhaust #27","PUF",NA,NA,"204, 404",2,18,34,30,"101, 106, 204, 304, 404, 504, 604, 704",NA,"No Amp","33.6","No Amp","26.8","Negative",37.9,NA,NA,NA,"uo","Negative"
"528",805,"E784","Barnhart","Port",NA,NA,2021-04-19,944,28,9,NA,"Port #30","Swab",NA,NA,"206, 208",2,18,34,30,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,"No Amp","No Amp","No Amp","27.5","Negative",40,NA,NA,NA,"uo","Negative"
"529",806,"E785","Barnhart","Roof","4/18/2021",1019,2021-04-19,945,28,9,"Z","Exhaust #30","PUF",NA,NA,"206, 208",2,18,34,30,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,"29.6","30.8","No Amp","24.3","Positive (2/3)",33.5,NA,NA,NA,"uo","Positive"
"530",807,"E786","Barnhart","Port",NA,NA,2021-04-19,946,28,8,NA,"Port #31","Swab",NA,NA,"210, 212",2,18,34,30,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,"31.6","33","No Amp","27.7","Positive (2/3)",34.8,NA,NA,NA,"uo","Positive"
"531",808,"E787","Barnhart","Roof","4/18/2021",1021,2021-04-19,947,28,8,"F","Exhaust #31","PUF",NA,NA,"210, 212",2,18,34,30,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,"29.3","31","31.4","24.1","Positive (3/3)",30.5,NA,NA,NA,"uo","Positive"
"532",809,"E788","Barnhart","Port",NA,NA,2021-04-19,948,28,1,NA,"Port #34","Swab",NA,NA,"214, 216",2,18,34,30,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,"No Amp","No Amp","No Amp","27.2","Negative",40,NA,NA,NA,"uo","Negative"
"533",810,"E789","Barnhart","Roof","4/18/2021",1023,2021-04-19,949,28,1,"H","Exhaust #34","PUF",NA,NA,"214, 216",2,18,34,30,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,"29.2","30.9","No Amp","20.2","Positive (2/3)",33.3,NA,NA,NA,"uo","Positive"
"534",82,"E79","Barnhart","Port",NA,NA,2021-03-26,1054,4,3,NA,"Port #29","Swab",NA,NA,"105, 107",2,1,1,0,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,"30.6","No Amp","27.6","31.6","Positive (2/3)",32.7,NA,NA,NA,"uo","Positive"
"535",811,"E790","Barnhart","Port",NA,NA,2021-04-19,950,28,4,NA,"Port #32","Swab",NA,NA,"209, 211",2,18,34,30,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,"33","No Amp","No Amp","26.9","Negative",37.7,NA,NA,NA,"uo","Negative"
"536",812,"E791","Barnhart","Roof","4/18/2021",1028,2021-04-19,951,28,4,"G","Exhaust #32","PUF",NA,NA,"209, 211",2,18,34,30,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,"30.4","30.5","No Amp","22.6","Positive (2/3)",33.7,NA,NA,NA,"uo","Positive"
"537",813,"E792","Barnhart","Port",NA,NA,2021-04-19,952,28,3,NA,"Port #29","Swab",NA,NA,"105, 205, 207",3,18,34,30,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,"31.1","No Amp","32.7","28.1","Positive (2/3)",34.6,NA,NA,NA,"uo","Positive"
"538",814,"E793","Barnhart","Roof","4/18/2021",1029,2021-04-19,953,28,3,"C","Exhaust #29","PUF",NA,NA,"105, 205, 207",3,18,34,30,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,"30.7","31.7","No Amp","24.9","Positive (2/3)",34.1,NA,NA,NA,"uo","Positive"
"539",815,"E794","Barnhart","Roof","4/18/2021",1026,2021-04-19,954,28,2,"T","Exhaust #38 & #39","PUF",NA,NA,"221, 223, 225, 723, 725",5,18,34,30,"225, 325, 425, 525, 625, 725, 221, 321, 421, 521, 621, 721, 223, 323, 423, 523, 623, 723",NA,"32.9","No Amp","No Amp","26","Negative",37.6,NA,NA,NA,"uo","Negative"
"540",816,"E795","Barnhart","Indoors",NA,NA,2021-04-20,907,25,NA,NA,"W. Entrance Door Handle Exterior","Swab",NA,NA,NA,NA,18,35,34,NA,NA,"31.2","34.1","No Amp","28.7","Positive (2/3)",35.1,NA,NA,NA,"uo","Positive"
"541",817,"E796","Barnhart","Indoors",NA,NA,2021-04-20,908,25,NA,NA,"W. Entrance Door Handle Interior","Swab",NA,NA,NA,NA,18,35,34,NA,NA,"31.2","32.1","No Amp","27.8","Positive (2/3)",34.5,NA,NA,NA,"uo","Positive"
"542",818,"E797","Barnhart","Indoors",NA,NA,2021-04-20,909,25,NA,NA,"Lobby Call Elevator Button","Swab",NA,NA,NA,NA,18,35,34,NA,NA,"27.5","31.9","No Amp","28.1","Positive (2/3)",33.2,NA,NA,NA,"uo","Positive"
"543",819,"E798","Barnhart","Indoors",NA,NA,2021-04-20,910,25,NA,NA,"Positive Floor Elevator Railing","Swab",NA,NA,NA,NA,18,35,34,NA,NA,"32.5","No Amp","No Amp","28.2","Negative",37.5,NA,NA,NA,"uo","Negative"
"544",820,"E799","Barnhart","Indoors",NA,NA,2021-04-20,911,25,NA,NA,"Positive Floor Elevator Buttons","Swab",NA,NA,NA,NA,18,35,34,NA,NA,"32.8","No Amp","No Amp","27.6","Negative",37.6,NA,NA,NA,"uo","Negative"
"545",19,"E8","Barnhart","Port",NA,NA,2021-03-23,1127,1,8,NA,"Port #31","Swab",NA,NA,NA,0,2,2,0,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,"30.4","No Amp","27.7","27.6","Positive (2/3)",32.7,NA,NA,NA,"uo","Positive"
